91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479,91678.0686378479
84800.2779070209,86753.5638384743,87422.8565305169,88028.3012945918,88656.0596939924,89246.5342642424,89578.008020513,89798.8375066204,89955.012054294,90067.7473045551,90185.9769475003,90284.7321135903,90351.480246168,90393.2519990257
77959.9824953572,81832.0316735003,83167.1364009852,84377.0573735443,85631.8716445661,86812.528338903,87475.423475117,87917.1630158979,88229.706452266,88455.2887880689,88691.8710954741,88889.5155741089,89023.1037521312,89106.698406813
71192.2142404121,76913.9504372497,78908.1545873585,80720.8877274623,82601.656644605,84372.2170270559,85366.6047357505,86029.5357699236,86498.9249753749,86837.641148274,87192.8884236133,87489.746562739,87690.3965264578,87815.9399585783
64525.8112480174,71993.7180704449,74637.7097185242,77051.5717323321,79557.541167546,81918.4859268285,83244.9875104552,84129.8830393815,84757.0896347465,85209.5532466104,85684.1266393367,86080.8477739063,86349.0022496379,86516.7517924662
57976.7711535029,67053.6352724535,70336.8294612546,73351.489087721,76483.7483226501,79437.7950070626,81098.4246907836,82207.1212319886,82994.0266979311,83561.475858868,84156.6978941667,84654.5198123478,84991.0206810016,85201.4761169039
51527.354379841,62045.0604931095,65959.0742204186,69579.1278723803,73344.4614647131,76900.3249929342,78900.6297271313,80237.4774287915,81187.9250036335,81872.9765116995,82591.6230083656,83193.0394300415,83599.5791064953,83853.763899314
45047.5869832888,56828.8950457597,61378.8038582896,65624.5869952042,70046.8830935048,74230.1910870359,76585.4178383488,78161.4237823338,79284.186317309,80092.9706208607,80941.5111378684,81652.1516998054,82132.5441411575,82432.7990740249
38429.6631889696,51350.739112721,56552.4118696993,61451.5039450306,66561.9430590293,71404.8330597767,74133.7601501356,75962.1501226535,77267.4066804779,78207.1034585325,79193.1009969855,80019.4714262441,80578.1212552688,80927.1642869753
31973.1805457722,45837.7401997116,51678.8549629407,57231.1129234664,63032.1895234922,68539.6666307426,71645.7465105373,73729.4189336923,75219.8949164463,76292.3356533588,77417.7377234283,78361.6188969158,78999.7358615647,79398.2924398613
25835.5652378666,40367.4604578025,46822.0237494025,53016.5178564173,59500.4797815897,65668.6235004226,69150.4184749966,71489.099873712,73165.3588085193,74370.7999577488,75635.9049143217,76697.7186673108,77415.594654926,77863.8118923178
20121.6854144504,34988.3494152153,42020.1351772447,48838.4513825692,55990.9872594294,62810.5497459298,66663.7687632153,69255.3784384447,71116.7912617739,72454.6136694543,73858.8042699209,75038.2270525436,75835.6508917197,76333.356932971
14897.9211842129,29746.774647432,37309.7086841278,44725.9875587479,52526.5328274176,59983.2890320333,64200.9804619627,67041.7444075873,69086.54721372,70555.3032132302,72097.0949483821,73393.0929599143,74269.3739594595,74816.0937470365
10213.1614099495,24695.738673742,32734.1513946647,40714.2402738004,49135.2315429278,57209.1913077732,61781.2674270669,64865.3615963358,67090.3529180899,68687.5586640409,70364.3798850877,71775.0138891817,72728.8494608254,73323.7242319502
6095.12387520392,19960.448756026,28401.4003809797,36893.5171501112,45891.2022690397,54547.9678054098,59456.3188650195,62772.557182898,65170.6762983286,66891.0816015351,68697.4555506543,70218.344170889,71246.7804595941,71887.9209394426
2840.54596342538,15950.5558062635,24639.7403192061,33525.6528194921,43000.1051777397,52159.9415810068,57362.2358611997,60884.0917821604,63438.1202877813,65269.0298009359,67191.6932326678,68812.1078777299,69907.907018378,70590.709341344
284.491796765625,12504.3337658824,21283.3637399673,30448.9243214294,40316.0290914877,49921.2864265419,55388.955889006,59100.0786186388,61800.9702560829,63735.4124138965,65767.1395354897,67481.616454572,68641.1077278681,69363.1538573
0,9531.79810181267,18248.3832795295,27580.7161354146,37764.8356230813,47769.4510739961,53481.1368917502,57370.4282075865,60213.2297887902,62247.1294620099,64383.7447039159,66189.4537206352,67410.74980252,68170.7195047219
0,6999.09527348565,15503.7429213118,24883.5959158158,35309.8215726415,45672.0370184498,51609.5568999477,55668.4771330742,58650.3728969475,60781.1565915626,63020.0694629282,64915.5785221589,66197.7400162328,66994.8902522237
0,4889.1395252772,13034.4793304904,22333.5197316606,32924.4397767084,43604.1484099524,49751.1977466583,53973.0046507048,57092.8409374704,59319.0903028506,61658.9340121315,63643.9215138408,64986.7631142646,65820.803613413
0,3207.23250429659,10826.8749349735,19906.3652172907,30579.9227753968,41537.6056393424,47879.5291279042,52259.3607832052,55517.8875006005,57839.4914706403,60280.2888700404,62355.7237484201,63759.9376389418,64631.0992647415
0,1913.61599578269,8838.12720974375,17548.1005479608,28217.9536603955,39417.4018060313,45943.4024530397,50480.2292114432,53881.9064922492,56301.3005737221,58845.7791775063,61015.1162271274,62483.0838660799,63392.6061842975
0,874.169356370652,6971.30502983317,15193.7872690173,25792.7025198997,37209.6782094974,43914.9883423445,48611.3356327888,52162.683955126,54683.8851485584,57336.4170037573,59604.3819001816,61139.3398993789,62089.0194041715
0,0,5268.57031989286,12920.7627961627,23387.7543862867,34990.514080273,41864.2989510942,46717.2791039255,50419.5728200844,53043.1048781806,55804.3502332659,58172.246430074,59775.1061242439,60765.3514604246
0,0,3748.99440164654,10766.3458485853,21036.9767568578,32786.9091901176,39814.6727163517,44819.005331289,48671.6600188606,51396.8135882151,54266.1352791676,56734.1455646248,58405.0599834831,59435.8121640592
0,0,2421.753225084,8755.12771638576,18761.7504105668,30615.1761957083,37779.7966956239,42928.5942475894,46929.8589306038,49755.1816437727,52731.1657712505,55298.8197770161,57037.5010834006,58108.4253372587
0,0,1265.06765846098,6908.40978540049,16580.8455840598,28490.3775984046,35772.5254452797,41057.4178666141,45204.4139596796,48127.7618942684,51208.2728099322,53874.48439894,55680.229041739,56790.7324793462
0,0,293.272100724559,5241.99719066266,14512.1867725864,26428.3288424425,33806.8867015194,39218.0232069168,43506.6354895258,46525.127461565,49707.259523769,52470.2655021293,54341.9122172842,55491.1221646286
0,0,0,3770.66212547062,12580.1868059135,24452.8063606806,31904.9821152787,37430.5589989597,41854.8160566734,44964.4487758659,48244.1176184592,51101.0779817208,53036.7356184256,54223.3418745995
0,0,0,2561.62870148133,10856.0829078559,22629.6683001443,30127.3403762344,35750.182172878,40299.2360779004,43492.9098315331,46862.7732679863,49807.9143558243,51803.7033640076,53025.1957688208
0,0,0,1611.02887944641,9340.19514510022,20953.2557281944,28466.3242393819,34168.0311290256,38830.9673368727,42101.7506359527,45554.7075350791,48582.6879289251,50635.0339016473,51889.0433558504
0,0,0,942.007861438459,8055.0619795922,19453.1160778794,26953.2126521214,32713.6811882476,37477.0403748496,40816.5102917613,44343.8846716239,47447.8026638024,49552.0694578712,50835.6153589019
