95000,95000,95000,95000,95000
83972.9456785655,91709.6645503219,92589.0519032592,93163.3580966299,93511.1688005061
72975.4344431983,88417.1527243282,90176.4322133286,91325.2776545858,92021.2333352629
62040.023680221,85120.2912423845,87760.4739001477,89484.3228334217,90529.0910612211
51205.2750577066,81816.9149568294,85339.5204865158,87639.0642465991,89033.6437364602
40518.019333506,78504.8757620448,82911.9348825122,85788.0848238335,87533.8017037998
30032.0573056606,75182.0572975912,80476.1124547473,83929.9888045561,86028.4907097632
19795.1573209843,71846.39730404,78030.4996514876,82063.4148291961,84516.6620433906
9812.60560067529,68495.9193559203,75573.6193626154,80187.0539801743,82997.3066877505
0,65128.7754424271,73104.103938107,78299.6734222857,81469.4740147067
0,61743.3004543636,70620.7363755988,76400.1459690531,79932.2952932889
0,58338.0790423089,68122.4995747829,74487.4854265798,78385.011898549
0,54912.0245546216,65608.6327166095,72560.8869200028,76827.0075850585
0,51464.4689412883,63078.6927632724,70619.7705952413,75257.8435312694
0,47995.2618484945,60532.6178492824,68663.8261573928,73677.2941054465
0,44504.8770565989,57970.7880785529,66693.0547615378,72085.3805350037
0,40994.5256426254,55394.0781769553,64707.8039814657,70482.3990155638
0,37466.2788780374,52803.8958619345,62708.7911667414,68868.9394513617
0,33923.2115501782,50202.1999773331,60697.1106822195,67245.8911556355
0,30369.5906121621,47591.4936121394,58674.2214589436,65614.4325821205
0,26811.1587270528,44974.7895971636,56641.9129738945,63976.0035098036
0,23255.6033787648,42355.5487316668,54602.2500295267,62332.2599114176
0,19713.3670211038,39737.5944038374,52557.4991700316,60685.0137180938
0,16199.0362893474,37125.0104205771,50510.0418267617,59036.1615069908
0,12733.5699630006,34522.0314058888,48462.2809524618,57387.6074804807
0,9347.40550088027,31932.9367959229,46416.548735073,55741.1867740371
0,6082.17604629724,29361.9602093021,44375.0228865815,54098.5950515231
0,2975.15988566455,26813.2259880323,42339.6580325041,52461.3295614715
0,0,24290.7244287823,40312.1370504766,50830.6454687724
0,0,21798.3375050379,38293.8450821122,49207.5295491551
0,0,19339.9294365696,36285.8666947816,47592.6914955368
0,0,16919.5252089243,34289.0046377611,45986.5714031947
0,0,14541.6248209088,32303.8171076597,44389.3607003666
0,0,12211.7659390392,30330.6695893139,42801.0330087861
0,0,9937.60675605977,28369.7972144506,41221.3811808516
0,0,7731.1183071319,26421.374108886,39650.0569933599
0,0,5612.42617993748,24485.5872419045,38086.6105449694
0,0,3611.58718354317,22562.713713433,36530.5271481537
0,0,1751.49841355992,20653.2021592943,34981.2602847241
0,0,0,18757.761141981,33438.2599033075
0,0,0,16877.4604932236,31900.9959181956
0,0,0,15013.8567991049,30368.9772019842
0,0,0,13169.1645200113,28841.7666584971
0,0,0,11346.5168702647,27318.9931439757
0,0,0,9550.41334101624,25800.3611079255
0,0,0,7787.57343597746,24285.658887771
0,0,0,6068.65630003899,22774.7666530189
0,0,0,4411.24764018562,21267.6651000732
0,0,0,2841.13107613284,19764.4462083426
0,0,0,1378.53227065217,18265.3277750537
0,0,0,0,16770.6742096908
0,0,0,0,15281.0274755181
0,0,0,0,13797.1546384068
0,0,0,0,12320.1231754794
0,0,0,0,10851.4236993788
0,0,0,0,9393.17481591375
0,0,0,0,7948.46989414042
0,0,0,0,6521.95886975623
0,0,0,0,5120.76911518434
0,0,0,0,3755.78628864674
0,0,0,0,2442.39687379413
0,0,0,0,1194.3349986
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
95000,95000,95000,95000,95000
83968.5512348293,91709.9937957239,92589.3048383739,93163.5757378051,93511.3358596886
72966.191364362,88417.8107944995,90176.9374285423,91325.712554897,92021.5672141628
62025.0130097389,85121.277002837,87761.2298694898,89484.9740686813,90529.5911513522
51183.1794626775,81818.225972822,85340.5243822006,87639.9300312944,89034.3088019847
40487.5323673063,78506.5074210837,82913.181932848,85789.1620362206,87534.6294970113
29993.4326013101,75184.0016488035,80477.5951004751,83931.2723641609,86029.4774668026
19754.2548113582,71848.6416338052,78032.2065210348,82064.8969433288,84517.8018734415
9784.36476917043,68498.4445371031,75575.5341037471,80188.7232891954,82998.5908795704
0,65131.5541188961,73106.2039673811,78301.5140916922,81470.8902991974
0,61746.2951508623,70622.9916375739,76402.1367997011,79933.8271196688
0,58341.2403162574,68124.8714380204,74489.5990808853,78386.6378032329
0,54915.2893195921,65611.0731684433,72563.0893880783,76828.7007536261
0,51467.7590723427,63081.1440919773,70622.0210443799,75259.5716698401
0,47998.4830974267,60535.0130089857,68666.0773121444,73679.0197411567
0,44507.9181178082,57973.051905361,66695.2539395031,72087.0618477441
0,40997.2568600962,55396.1295529301,64709.8948534163,70483.9912578205
0,37468.5494912917,52805.6508043073,62710.716217379,68870.396938765
0,33924.8434214225,50203.575476668,60698.8142304342,67247.1697161457
0,30370.3648533625,47592.4118848186,58675.6529774224,65615.492255694
0,26810.7892087505,44975.1822937077,56643.0303581577,63976.8112177169
0,23253.6874421226,42355.3605866458,54603.0224324882,62332.7917866744
0,19709.2993029577,39736.7858392018,52557.9090512786,60685.256814683
0,16191.8770106759,37123.5587109189,50510.0859581877,59036.1146800366
0,12721.8974722311,34519.9301522012,48461.9702524071,57387.2813344175
0,9329.24257762298,31930.1935988104,46415.9069467815,55740.6026917634
0,6056.73345979455,29358.5925494962,44374.0842518699,54097.7834266166
0,2951.72946420177,26809.2553752241,42338.464220817,52460.3274441995
0,0,24286.1688141596,40310.7336728053,50829.4938935914
0,0,21793.2016548348,38292.2781383321,49206.2708285555
0,0,19334.1921505871,36284.1792691073,47591.3667404116
